SITE_ID,SysID,SiteName,NE_ID,NE_Name,FE_ID,FE_Name,HOP_ID_ DETAIL
MGR008,MGR008MG1,MGR008MG1_TSEL_JangkarAsam,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR008,MGR008MG1,MGR008MG1_TSEL_JangkarAsam,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR009,MGR009MG1,MGR009MG1_TSEL_Jangkang,MGR009,MGR009MG1_TSEL_Jangkang,MGR011,Dendang Belitung,MGR009<>MGR011_IPASO200_TELKOM_50_7247
MGR009,MGR009MG1,MGR009MG1_TSEL_Jangkang,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR009,MGR009MG1,MGR009MG1_TSEL_Jangkang,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR009,MGR009MG1,MGR009MG1_TSEL_Jangkang,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR009,MGR009MG1,MGR009MG1_TSEL_Jangkang,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR010,MGR010MG1,MGR010MG1_TSEL_Kelubi,MGR010,MGR010MG1_TSEL_Kelubi,MGR001,Manggar,MGR010<>MGR001_IPASO400_TELKOMSEL_50_7470
MGR010,MGR010MG1,MGR010MG1_TSEL_Kelubi,MGR001,Manggar,MGR003,Gantung,MGR001<>MGR003_IPASO400_TELKOMSEL_150_7687
MGR010,MGR010MG1,MGR010MG1_TSEL_Kelubi,MGR003,Gantung,MGR012,Tanjung Batu Itam,MGR003<>MGR012_IPASO400_TELKOMSEL_100_7554
MGR010,MGR010MG1,MGR010MG1_TSEL_Kelubi,MGR012,Tanjung Batu Itam,MGR011,Dendang Belitung,MGR012<>MGR011_IPASO1000_TELKOMSEL_100_7526
MGR010,MGR010MG1,MGR010MG1_TSEL_Kelubi,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR010,MGR010MG1,MGR010MG1_TSEL_Kelubi,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR010,MGR010MG1,MGR010MG1_TSEL_Kelubi,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR010,MGR010MG1,MGR010MG1_TSEL_Kelubi,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR011,MGR011MG1,Dendang Belitung,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR011,MGR011MG1,Dendang Belitung,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR011,MGR011MG1,Dendang Belitung,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR011,MGR011MG1,Dendang Belitung,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR012,MGR012MG1,Tanjung Batu Itam,MGR012,Tanjung Batu Itam,MGR011,Dendang Belitung,MGR012<>MGR011_IPASO1000_TELKOMSEL_100_7526
MGR012,MGR012MG1,Tanjung Batu Itam,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR012,MGR012MG1,Tanjung Batu Itam,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR012,MGR012MG1,Tanjung Batu Itam,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR012,MGR012MG1,Tanjung Batu Itam,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR013,MGR013MG1,Renggiang,MGR013,Renggiang,MGR003,Gantung,MGR013<>_IPASO1000_TELKOM_100_7836.65
MGR013,MGR013MG1,Renggiang,MGR003,Gantung,MGR012,Tanjung Batu Itam,MGR003<>MGR012_IPASO400_TELKOMSEL_100_7554
MGR013,MGR013MG1,Renggiang,MGR012,Tanjung Batu Itam,MGR011,Dendang Belitung,MGR012<>MGR011_IPASO1000_TELKOMSEL_100_7526
MGR013,MGR013MG1,Renggiang,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR013,MGR013MG1,Renggiang,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR013,MGR013MG1,Renggiang,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR013,MGR013MG1,Renggiang,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR014,MGR014MG1,Tanjung Kelumpang,MGR014,Tanjung Kelumpang,MGR012,Tanjung Batu Hitam,MGR014<>MGR012_IPASO1000_TELKOM_100_7554
MGR014,MGR014MG1,Tanjung Kelumpang,MGR012,Tanjung Batu Itam,MGR011,Dendang Belitung,MGR012<>MGR011_IPASO1000_TELKOMSEL_100_7526
MGR014,MGR014MG1,Tanjung Kelumpang,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR014,MGR014MG1,Tanjung Kelumpang,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR014,MGR014MG1,Tanjung Kelumpang,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR014,MGR014MG1,Tanjung Kelumpang,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR015,MGR015MG1,MGR015MG1_DMT_Lalang,MGR015,MGR015MG1_DMT_Lalang,MGR001,Manggar,MGR015<>MGR001_NEOC_TELKOMSEL_40_14641
MGR015,MGR015MG1,MGR015MG1_DMT_Lalang,MGR001,Manggar,MGR003,Gantung,MGR001<>MGR003_IPASO400_TELKOMSEL_150_7687
MGR015,MGR015MG1,MGR015MG1_DMT_Lalang,MGR003,Gantung,MGR012,Tanjung Batu Itam,MGR003<>MGR012_IPASO400_TELKOMSEL_100_7554
MGR015,MGR015MG1,MGR015MG1_DMT_Lalang,MGR012,Tanjung Batu Itam,MGR011,Dendang Belitung,MGR012<>MGR011_IPASO1000_TELKOMSEL_100_7526
MGR015,MGR015MG1,MGR015MG1_DMT_Lalang,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR015,MGR015MG1,MGR015MG1_DMT_Lalang,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR015,MGR015MG1,MGR015MG1_DMT_Lalang,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR015,MGR015MG1,MGR015MG1_DMT_Lalang,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR016,MGR016MG1,MGR016MG1_TSEL_PadangSahagi,MGR016,MGR016MG1_TSEL_PadangSahagi,MGR001,Manggar,MGR016<>MGR001_IPASO1000_TELKOM_50_15131
MGR016,MGR016MG1,MGR016MG1_TSEL_PadangSahagi,MGR001,Manggar,MGR003,Gantung,MGR001<>MGR003_IPASO400_TELKOMSEL_150_7687
MGR016,MGR016MG1,MGR016MG1_TSEL_PadangSahagi,MGR003,Gantung,MGR012,Tanjung Batu Itam,MGR003<>MGR012_IPASO400_TELKOMSEL_100_7554
MGR016,MGR016MG1,MGR016MG1_TSEL_PadangSahagi,MGR012,Tanjung Batu Itam,MGR011,Dendang Belitung,MGR012<>MGR011_IPASO1000_TELKOMSEL_100_7526
MGR016,MGR016MG1,MGR016MG1_TSEL_PadangSahagi,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR016,MGR016MG1,MGR016MG1_TSEL_PadangSahagi,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR016,MGR016MG1,MGR016MG1_TSEL_PadangSahagi,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR016,MGR016MG1,MGR016MG1_TSEL_PadangSahagi,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR017,MGR017MG1,MGR017MG1_TSEL_PT.SteelindoBelitung,MGR017,MGR017MG1_TSEL_PT.SteelindoBelitung,MGR004,Buding,MGR017<>MGR004_IPASO200_TELKOMSEL_50_7247
MGR017,MGR017MG1,MGR017MG1_TSEL_PT.SteelindoBelitung,MGR004,Buding,TJN027,Kacang Butor,MGR004<>TJN027_IPASO400_TELKOMSEL_150_7603
MGR017,MGR017MG1,MGR017MG1_TSEL_PT.SteelindoBelitung,TJN027,Kacang Butor,TJN020,Sungai Samak,TJN027<>TJN020_IPASO400_TELKOMSEL_150_7554
MGR017,MGR017MG1,MGR017MG1_TSEL_PT.SteelindoBelitung,TJN020,Sungai Samak,TJN002,Tanjung Pandan II,TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
MGR018,MGR018MG1,Air Kelik,MGR018,Air Kelik,MGR002,Kelapa Kampit,MGR018<>MGR002_MLTN_TELKOMSEL_200_7652
MGR018,MGR018MG1,Air Kelik,MGR002,Kelapa Kampit,MGR004,Buding,MGR002<>MGR004_MLTN_TELKOMSEL_200_7512
MGR018,MGR018MG1,Air Kelik,MGR004,Buding,TJN027,Kacang Butor,MGR004<>TJN027_IPASO400_TELKOMSEL_150_7603
MGR018,MGR018MG1,Air Kelik,TJN027,Kacang Butor,TJN020,Sungai Samak,TJN027<>TJN020_IPASO400_TELKOMSEL_150_7554
MGR018,MGR018MG1,Air Kelik,TJN020,Sungai Samak,TJN002,Tanjung Pandan II,TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
MGR019,MGR019MG1,MGR019MG1_TSEL_Selinsing,MGR019,MGR019MG1_TSEL_Selinsing,MGR001,Manggar,MGR019<>MGR001_IPASO400_TELKOMSEL_50_7296
MGR019,MGR019MG1,MGR019MG1_TSEL_Selinsing,MGR001,Manggar,MGR018,Air Kelik,MGR001<>MGR018_IPASO400_TELKOMSEL_100_7491
MGR019,MGR019MG1,MGR019MG1_TSEL_Selinsing,MGR018,Air Kelik,MGR002,Kelapa Kampit,MGR018<>MGR002_MLTN_TELKOMSEL_200_7652
MGR019,MGR019MG1,MGR019MG1_TSEL_Selinsing,MGR002,Kelapa Kampit,MGR004,Buding,MGR002<>MGR004_MLTN_TELKOMSEL_200_7512
MGR019,MGR019MG1,MGR019MG1_TSEL_Selinsing,MGR004,Buding,TJN027,Kacang Butor,MGR004<>TJN027_IPASO400_TELKOMSEL_150_7603
MGR019,MGR019MG1,MGR019MG1_TSEL_Selinsing,TJN027,Kacang Butor,TJN020,Sungai Samak,TJN027<>TJN020_IPASO400_TELKOMSEL_150_7554
MGR019,MGR019MG1,MGR019MG1_TSEL_Selinsing,TJN020,Sungai Samak,TJN002,Tanjung Pandan II,TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
MGR020,MGR020MG1,MGR020MG1_TSEL_Lintang,MGR020,Lintang,MGR003,Gantung,MGR020<>MGR003_IPASO400_TELKOM_50_7240
MGR020,MGR020MG1,MGR020MG1_TSEL_Lintang,MGR003,Gantung,MGR012,Tanjung Batu Itam,MGR003<>MGR012_IPASO400_TELKOMSEL_100_7554
MGR020,MGR020MG1,MGR020MG1_TSEL_Lintang,MGR012,Tanjung Batu Itam,MGR011,Dendang Belitung,MGR012<>MGR011_IPASO1000_TELKOMSEL_100_7526
MGR020,MGR020MG1,MGR020MG1_TSEL_Lintang,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR020,MGR020MG1,MGR020MG1_TSEL_Lintang,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR020,MGR020MG1,MGR020MG1_TSEL_Lintang,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR020,MGR020MG1,MGR020MG1_TSEL_Lintang,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR021,MGR021MG1,MGR021MG1_TSEL_SimpangPesak,MGR021,MGR021MG1_TSEL_SimpangPesak,MGR011,Dendang Belitung,MGR021<>MGR011_IPASO400_TELKOM_50_7156
MGR021,MGR021MG1,MGR021MG1_TSEL_SimpangPesak,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR021,MGR021MG1,MGR021MG1_TSEL_SimpangPesak,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR021,MGR021MG1,MGR021MG1_TSEL_SimpangPesak,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR021,MGR021MG1,MGR021MG1_TSEL_SimpangPesak,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR022,MGR022MG1,MGR022MG1_TSEL_Lilangan,MGR022,MGR022MG1_TSEL_Lilangan,MGR021,Simpang Pesak,MGR022<>MGR021_IPASO400_TELKOM_50_7135
MGR022,MGR022MG1,MGR022MG1_TSEL_Lilangan,MGR021,Simpang Pesak,MGR011,Dendang Belitung,MGR021<>MGR011_IPASO400_TELKOM_50_7156
MGR022,MGR022MG1,MGR022MG1_TSEL_Lilangan,MGR011,Dendang Belitung,TJN010,Membalong,MGR011<>TJN010_IPASO1000_TELKOMSEL_150_7484
MGR022,MGR022MG1,MGR022MG1_TSEL_Lilangan,TJN010,Membalong,TJN008,Pangkal Dudat Rep,TJN010<>TJN008_IPASO400_TELKOMSEL_150_7491
MGR022,MGR022MG1,MGR022MG1_TSEL_Lilangan,TJN008,Pangkal Dudat Rep,TJN012,Tanjung Pandan 3,TJN008<>TJN012_IPASO400_TELKOMSEL_150_76031
MGR022,MGR022MG1,MGR022MG1_TSEL_Lilangan,TJN012,Tanjung Pandan 3,TJN002,Tanjung Pandan II,TJN012<>TJN002_IPASO400_TELKOMSEL_50_12751
MGR023,MGR023MG1,Nyuruk,MGR023,Nyuruk,TJN006,Badau,MGR023<>TJN006_IPASO1000_TELKOM_100_7240
MGR023,MGR023MG1,Nyuruk,TJN006,Badau,TJN002,Tanjung Pandan II,TJN006<>TJN002_IPASO1000_TELKOMSEL_100_7747.7
MGR024,MGR024MG1,Bentaian,MGR024,Bentaian,MGR001,Manggar,MGR024<>MGR001_IPASO1000_TELKOM_100_7836.65
MGR024,MGR024MG1,Bentaian,MGR001,Manggar,MGR018,Air Kelik,MGR001<>MGR018_IPASO400_TELKOMSEL_100_7652
MGR024,MGR024MG1,Bentaian,MGR018,Air Kelik,MGR002,Kelapa Kampit,MGR018<>MGR002_MLTN_TELKOMSEL_200_7652
MGR024,MGR024MG1,Bentaian,MGR002,Kelapa Kampit,MGR004,Buding,MGR002<>MGR004_MLTN_TELKOMSEL_200_7512
MGR024,MGR024MG1,Bentaian,MGR004,Buding,TJN027,Kacang Butor,MGR004<>TJN027_IPASO400_TELKOMSEL_150_7603
MGR024,MGR024MG1,Bentaian,TJN027,Kacang Butor,TJN020,Sungai Samak,TJN027<>TJN020_IPASO400_TELKOMSEL_150_7554
MGR024,MGR024MG1,Bentaian,TJN020,Sungai Samak,TJN002,Tanjung Pandan II,TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
MGR025,MGR025MG1,MGR025MG1_TSEL_Sukamandi,MGR025,MGR025MG1_TSEL_Sukamandi,MGR001,Manggar,MGR025<>MGR001_IPASO200_TELKOMSEL_50_7191
MGR025,MGR025MG1,MGR025MG1_TSEL_Sukamandi,MGR001,Manggar,MGR018,Air Kelik,MGR001<>MGR018_IPASO400_TELKOMSEL_150_7652
MGR025,MGR025MG1,MGR025MG1_TSEL_Sukamandi,MGR018,Air Kelik,MGR002,Kelapa Kampit,MGR018<>MGR002_MLTN_TELKOMSEL_50_7652
MGR025,MGR025MG1,MGR025MG1_TSEL_Sukamandi,MGR002,Kelapa Kampit,MGR004,Buding,MGR002<>MGR004_MLTN_TELKOMSEL_50_7512
MGR025,MGR025MG1,MGR025MG1_TSEL_Sukamandi,MGR004,Buding,TJN027,Kacang Butor,MGR004<>TJN027_IPASO400_TELKOMSEL_150_7603
MGR025,MGR025MG1,MGR025MG1_TSEL_Sukamandi,TJN027,Kacang Butor,TJN020,Sungai Samak,TJN027<>TJN020_IPASO400_TELKOMSEL_150_7554
MGR025,MGR025MG1,MGR025MG1_TSEL_Sukamandi,TJN020,Sungai Samak,TJN002,Tanjung Pandan II,TJN020<>TJN002_IPASO400_TELKOMSEL_150_7498
MGR026,MGR026MG1,MGR026MG1_PRO_DesaBaru,MGR026,MGR026MG1_PRO_DesaBaru,MGR001,Manggar,MGR026<>MGR001_IPASO200_TELKOMSEL_50_14417
MGR026,MGR026MG1,MGR026MG1_PRO_DesaBaru,MGR001,Manggar,MGR018,Air Kelik,MGR001<>MGR018_IPASO400_TELKOMSEL_150_7652
MGR026,MGR026MG1,MGR026MG1_PRO_DesaBaru,MGR018,Air Kelik,MGR002,Kelapa Kampit,MGR018<>MGR002_MLTN_TELKOMSEL_50_7652
