Site ID,Site Name,Longitude,Latitude
BKO009,SIMPANG KUAMANG,102.236,-1.75958
BKO010,TANJUNG LAMIN,102.378,-2.05897
BKO011,GUGUK,102.072,-2.15578
BKO012,SUNGAI MANAU,102.001,-2.11386
BKO013,HITAM ULU,102.381,-1.97653
BKO014,PULAU RENGAS,102.214,-2.11211
BKO015,JANGKAT,101.901,-2.607
BKO016,LEMBAH MASURAI,102.005,-2.37842
BKO017,TABIR ULU,102.206,-1.92917
BKO018,MUARA SIAU,102.095,-2.28506
BKO019,SEKANCING,102.203,-2.23808
BKO020,PASAR ATAS BANGKO,102.258,-2.08722
BKO021,PEMATANG KANDIS,102.273,-2.05464
BKO022,PULAU RAYO,102.292,-2.07414
BKO023,PAMENANG 2,102.554,-2.17042
BKO024,KUTO RAYO,102.259,-1.81028
BKO025,TABIR SELATAN,102.427,-1.93144
BKO026,RANTAU LIMAU MANIS,102.419,-1.76011
BKO027,LANGLING,102.33,-2.05292
BKO028,LUBUK GAUNG,102.221,-2.06697
BKO029,PINANG MERAH,102.406,-2.12608
BKO030,TAMBANG EMAS,102.375,-2.20544
BKO031,MAMPUN BARU,102.356,-2.12503
BKO032,SEI PELAKAR,102.589,-2.19083
BKO033,BUNGA ANTOI,102.459,-1.98619
BKO035,BUNGO TANJUNG,102.45,-1.86744
BKO036,TANJUNG REJO,102.353,-1.88594
BKO037,BUKIT BATU,101.95,-2.11956
BKO039,MERANGIN 4,102.276,-2.07018
BKO040,BUKIT SUBUR,102.472,-1.76492
BKO041,SUNGAI KAPAS,102.31,-2.14155
BKO042,MUARA JERNIH,102.171,-1.95319
BKO043,KUTO BARU,102.268,-1.88117
BKO044,PERADUN TEMERAS,102.035,-2.32314
BKO045,DESA TUO,101.904,-2.37721
BKO046,LANTAK SERIBU,102.431,-2.20826
BKO047,BEDENG REJO,102.204,-2.1896
BKO048,GADING JAYA,102.342,-1.99528
BKO049,BUKIT BUNGKUL,102.342,-2.18528
BKO050,RASAU PAMENANG,102.416,-2.17056
BKO051,RANTAU PANJANG,102.294,-1.83739
BKO052,SUNGAI TENANG,101.964,-2.57554
BKO053,DANAU PAUH,101.835,-2.56081
BKO054,KAPUK TABIR,102.245,-1.9049
BKO055,MARKEH,102.134,-2.13172
BKO056,NALO GEDANG,102.131,-2.03878
BKO057,TABIR TIMUR,102.502,-1.71556
BKO058,PULAU TENGAH,101.864,-2.61141
BKO059,SUNGAI ULAK,102.277,-2.02799
BKO060,KODIM MERANGIN,102.313,-2.06809
BKO061,REJOSARI MERANGIN,102.498,-2.16656
BKO062,Renah Pamenang,102.383,-2.16988
BKO063,Sialang Merangin,102.45,-2.13293
BKO066,PASAR RANTAU PANJANG,102.303,-1.84288
BKO067,BANGKO KOTA,102.275,-2.07936
BKO068,TALANG KAWO,102.288,-2.08564
BKO069,TAMBANG BARU,102.294,-1.95924
BKO070,SIMPANG LIMBUR,102.427,-2.07148
BKO071,KOTO RAMI,101.938,-2.36404
BKO072,SUNGAI TEBAL,101.859,-2.39624
BKO073,LUBUK BERINGIN,102.024,-2.23668
BKO075,BELURAN PANJANG,102.374,-1.80963
BKO076,SUNGAI ULAK 2,102.279,-2.04674
BKO079,KEBUN SAYUR BANGKO,102.272,-2.06735
BKO080,BANGKO KOTA 2,102.265,-2.08035
BKO082,BARUNALO,102.072,-2.0275
BKO083,PAMATANG KANDIS 2,102.265,-2.05767
BKO084,SMPN25 NALO GEDANG,102.094,-2.02477
BKO086,TANAH GARO SPC,102.497,-1.684
BKO087,KONI BANGKO,102.279,-2.05905
BKO088,SUNGAI ULAK 3,102.276,-2.03744
BKO089,BUKIT BERINGIN,102.287,-2.21665
BKO090,SUNGAI SAHUT,102.407,-1.98714
BKO091,PASAR ATAS BANGKO 2,102.247,-2.09889
BLU001,BLAMBANGAN UMPU,104.518,-4.50427
BLU002,GUNUNG LABUHAN,104.577,-4.78378
BLU004,SIMPANG EMPAT,104.5,-4.58386
BLU005,KASUI,104.452,-4.71164
BLU006,BANJIT,104.491,-4.79467
BLU008,NEGERI BATIN,104.543,-4.62719
BLU010,REBANG TANGKAS,104.375,-4.66614
BLU011,WAY TUBA,104.413,-4.39325
BLU012,PAKUAN RATU,104.738,-4.42022
BLU013,PT. PSMI,104.748,-4.25417
BLU014,NEGERI AGUNG,104.602,-4.57128
BLU015,BAHUGA,104.567,-4.34531
BLU016,NEGARA BATIN,104.826,-4.38883
BLU017,BALIREJO,104.489,-4.65808
BLU018,UMPU KENCANA,104.467,-4.51006
BLU019,NEGERI BESAR,104.953,-4.42981
BLU020,BUMI BARU,104.428,-4.45558
BLU021,KAYU BATU,104.601,-4.72059
BLU022,CUGA,104.538,-4.68386
BLU023,SOPONYONO,104.703,-4.53717
BLU024,PISANG INDAH,104.454,-4.32914
BLU025,BUAY BAHUGA,104.58,-4.24853
BLU026,BANJAR NEGARA,104.533,-4.76142
BLU027,LEBAK PANIANGAN,104.35,-4.68419
BLU028,SUKAMAJU BAHUGA,104.506,-4.32936
BLU030,SUKA AGUNG,104.524,-4.28953
BLU031,SUKABUMI PAKUAN,104.701,-4.49221
BLU032,MESIR ILIR,104.666,-4.31222
BLU033,MENANGA SIAMANG,104.454,-4.81207
BLU035,KOTABARU WAY KANAN,104.641,-4.44859
BLU036,TANJUNG BULAN,104.407,-4.6898
BLU037,NEGARA BATIN 2,104.837,-4.34113
BLU038,ADI JAYA,104.962,-4.3403
BLU039,GUNUNG SANGKARAN,104.468,-4.48197
BLU040,SUMBER BARU,104.502,-4.83264
BLU041,GISTANG,104.467,-4.68065
BLU042,PAKUAN RATU 2,104.722,-4.33859
BLU044,BALI SADHAR,104.496,-4.73379
BLU045,KAMPUNG SIMPANG TIGA,104.409,-4.63605
BLU046,SRI BASUKI,104.892,-4.41732
BLU047,SAPTO RENGGO,104.646,-4.25273
BLU048,WAY TAWAR,104.739,-4.38282
BLU049,TANJUNG AMAN,104.305,-4.66645
BLU050,BARADATU,104.541,-4.72642
BLU052,SRI REJEKI,104.574,-4.40031
BLU053,RUMBIH,104.783,-4.33269
BLU054,SERUPA INDAH,104.751,-4.4467
BLU055,SUKABUMI PAKUAN 2,104.689,-4.47223
BLU056,TANJUNG AGUNG PAKUAN,104.707,-4.43019
BLU057,GUNUNG LABUHAN 2,104.621,-4.76638
BLU058,DESA NEGERI JAYA,104.92,-4.44053
BLU059,BUMI JAYA,104.865,-4.32045
BLU060,GISTING JAYA,104.909,-4.33738
BLU061,AIR RINGKIH,104.35,-4.61555
BLU062,BUNGURSARI,104.533,-4.59443
BLU063,SUKABUMI BAHUGA,104.537,-4.25957
BLU064,BLAMBANGAN UMPU 2,104.499,-4.51017
BLU066,KALI ASRI WAY KANAN,104.64,-4.6133
BLU068,WONOHARJO,104.516,-4.36808
BLU073,NEGRI BARU,104.469,-4.5937
BLU074,HULU SUNGKAI,104.641,-4.6795
BLU076,PURWA NEGARA,104.796,-4.38232
BLU077,SEMARANG,104.552,-4.71574
BLU078,TIUH BALAK PASAR,104.554,-4.7297
BLU079,PSMI 2,104.805,-4.29178
BLU080,TalangMangga,104.404,-4.74946
BLU081,NEGARA BATIN 3,104.836,-4.4122
BLU082,PERIKANAN,104.365,-4.40989
BLU083,MULYOSARI,104.659,-4.53933
BLU084,SIMPANG PERIKANAN,104.379,-4.394
BLU085,ISLAMIC CENTER WAY KANAN,104.506,-4.53042
BLU086,BANJARSARI,104.571,-4.69073
COB001,COMBAT PAMAPERSADA,103.689,-3.73122
COB002,PRINGSEWU III,104.987,-5.36028
COB005,COMBAT PSMI,104.806,-4.29161
COB010,COMBAT LPPPI,103.097,-1.01556
COB011,WLL CAMPANG,105.297,-5.40767
COB012,WLL GRIYA SUKARAME LAMPUNG,105.306,-5.38754
COB015,COMBAT TEGALMUKTI,105.023,-4.44544
COB016,COMBAT PT.DWINAD NUSA SEJAHTERA,102.361,-3.56628
COB018,COMBAT PING XIANG,102.538,-3.786
COB021,COMBAT BKB NARU 2015,102.268,-3.80747
COB026,COMBAT GRIYA AGUNG,102.261,-3.7821
COB027,COMBAT CANDI MUARA JAMBI,104.758,-2.99274
COB028,COMBAT BENTENG MALBOROUGH,106.451,-3.01333
COB029,COMBAT PKOR WAY HALIM,105.279,-5.37929
COB030,COMBAT CITRA RAYA MENDALO,103.524,-1.633
COB032,COMBAT TANIA MAKMUR,104.961,-3.75318
COB034,COMBAT YONIF 9 MARINIR LAMPUNG,105.185,-5.56694
COB035,COMBAT PT.BSS 2,103.699,-2.32031
COB036,COB036_TSEL_CombatAsramaKodiklatPuslatpurBaturaja,104.306,-4.30126
COB037,COMBAT BRIGIF 3 MARINIR LPG,105.17,-5.616
COB040,PT MEGA SAWINDO,102.235,-1.6849
COB041,COMBAT STO BABAT TOMAN,103.64,-2.739
COB042,COMBAT RAFI 2015 ARIFINDO KERINCI,101.393,-2.0659
COB043,PT AGRO WIYANA,103.109,-1.08111
COB045,COMBAT PT PGE,102.278,-3.24243
COB047,COMBAT CIPTA FUTURA,103.703,-3.50666
COB048,LEMPUING JAYA,104.87,-4.19188
COB050,COMBAT PT.BSS,106.116,-1.87189
COB051,COMBAT OKIPP 2,105.284,-2.74436
COB053,COMBAT RAFI TELESINDO JELUTUNG,103.616,-1.6058
COB054,COMBAT PT KIM,101.759,-1.40225
COB055,Combat Candi Muara Jambi,103.667,-1.47777
COB056,COMBAT PEKON RAWAS KRUI,103.943,-5.2013
COB057,COMBAT PERGUDANGAN KASTARA,103.63,-1.64273
COB058,COMBAT PT.TRIARYANI,103.158,-2.51232
COB061,COMBAT KOTO SUNGAI PENUH,101.409,-2.0831
COB062,COMBAT GUBERNUR JAMBI,103.581,-1.6025
COB064,PEMKAB MURATARA,102.902,-2.735
COB065,PASAR BUNGO 1,102.113,-1.49007
COB066,SEKIP BENGKULU 2,102.278,-3.81142
COB067,PASAR LEMATANG,103.541,-3.78725
COB068,BK10 GUMAWANG,104.648,-4.10937
COB069,COMBAT PALEMBANG ICON,104.747,-2.96416
COB070,COB070,103.824,-1.23661
COB071,CombatSMOLEPUSLATPURBaturaja2017W1,104.312,-4.28972
COB096,COMBAT LOOP KEPO LPG,105.755,-5.8694
COB097,COMBAT BANDARA DEPATI AMIR,106.141,-2.15732
CRP001,STO CURUP,102.525,-3.46606
CRP002,CURUP RELOC,102.523,-3.559
CRP005,CURUP LINGGAU,102.642,-3.45175
CRP006,PADANG ULAK TANDING (PELALO),102.694,-3.46458
CRP008,CURUP 2,102.579,-3.45278
CRP009,KOREM CURUP,102.52,-3.48758
CRP010,AIR DINGIN,102.45,-3.34686
CRP011,PADANG ULAK TANDING ASLI,102.798,-3.37789
CRP015,AIR BANG,102.565,-3.47528
CRP016,TABA RENAH,102.513,-3.44358
CRP020,SIMPANG BELITI,102.742,-3.44475
CRP023,KOTA PADANG,102.965,-3.43058
CRP026,BERMANI ULU,102.447,-3.39014
CRP027,KOTA CURUP,102.532,-3.47433
CRP029,TANJUNG DALAM,102.475,-3.50431
CRP031,MERIGI,102.518,-3.51814
CRP035,MERANTAU,102.871,-3.40791
CRP036,CURUP TIMUR,102.542,-3.45895
CRP038,AIR DUKU,102.613,-3.45668
CRP039,BELITI ULU,102.812,-3.44964
CRP041,TANJUNG SANAI,102.818,-3.35819
CRP042,DUKU ULU,102.561,-3.44698
CRP044,SANTOSO CURUP,102.554,-3.47181
CRP045,COKROAMINOTO CURUP,102.533,-3.46667
CRP046,SAPTAMARGA CURUP,102.534,-3.47978
CRP047,BENGKO DARATAN,102.694,-3.51937
CRP052,SYAHRIAL CURUP,102.53,-3.45697
CRP053,TEMPEL REJO,102.522,-3.49431
CRP054,LINTAS CURUP TENGAH,102.525,-3.47277
CRP055,TIMBUL REJO,102.52,-3.47903
CRP056,PASAR KOTA CURUP,102.529,-3.46307
CRP057,TALANG BENIH,102.518,-3.4695
CRP059,AIRBANG CURUP,102.53,-3.47143
CRP060,PERBO,102.517,-3.45156
CRP063,LUBUK BELIMBING,102.919,-3.41986
CRP064,AIR APO,102.768,-3.40574
CRP066,DESA TELADAN,102.531,-3.49041
CRP069,MERIGI 2,102.516,-3.50306
CRP072,DESA KOTA PAGU,102.529,-3.4309
CRP073,KOTA CURUP 3,102.526,-3.4785
CRP076,Bengko Daratan 2,102.679,-3.49487
GNS001,NEW BANDAR JAYA,105.218,-4.94456
GNS002,GUNUNG MADU,105.288,-4.70344
GNS003,WATES,105.193,-5.09519
GNS004,RUMBIA,105.542,-4.75008
GNS005,GGPC,105.226,-4.82886
GNS006,KOTA GAJAH,105.327,-4.97822
GNS007,SEPUTIH SURABAYA,105.632,-4.68497
GNS008,GUNUNG SUGIH,105.211,-5.00347
GNS009,GPM,105.418,-4.56558
GNS010,TANJUNG RATU,105.104,-4.88556
GNS011,PONCOWATI,105.212,-4.89836
GNS012,PADANG RATU,104.969,-5.04931
GNS013,PUNGGUR,105.274,-5.03969
GNS014,PASAR BANDARJAYA,105.213,-4.93222
GNS015,SEPUTIH MATARAM,105.327,-4.83833
GNS016,PASAR MANDALA,105.393,-4.74483
GNS017,BANDAR AGUNG,105.218,-4.75874
GNS018,SEPUTIH BANYAK,105.447,-4.84864
GNS019,BANGUNREJO,105.03,-5.14517
GNS020,SEPUTIH RAMAN,105.364,-4.91528
GNS021,NAMBAH DADI,105.269,-4.90944
GNS022,SEPUTIH AGUNG,105.149,-4.94511
GNS023,ANAK TUHA,105.036,-5.01997
GNS024,BUMI NABUNG,105.561,-4.682
GNS025,WAY SEPUTIH,105.453,-4.80069
GNS026,BANDAR MATARAM,105.455,-4.72953
GNS027,SENDANG AGUNG,104.889,-5.19506
GNS028,SELAGAI LINGGA,104.832,-5.01258
GNS029,PUBIAN,104.894,-5.08286
GNS030,GUNUNG SUGIH 2,105.21,-4.97839
GNS031,BUMI RATU NUBAN,105.203,-5.05658
GNS032,SIMPANG RANDU,105.491,-4.83081
GNS033,BANDAR SURABAYA,105.723,-4.68022
GNS034,TANJUNG RATU 2,105.16,-4.87792
GNS035,RAMA NIRWANA,105.401,-4.87736
GNS036,BUYUT UDIK,105.269,-4.95897
GNS037,HAJI PEMANGGILAN,105.106,-5.002
GNS038,PROKLAMATOR,105.212,-4.93933
GNS039,HOUSING 4 GMP,105.418,-4.64011
GNS040,YUKUM JAYA,105.215,-4.92519
GNS041,SINAR SARI,105.006,-5.17983
GNS042,WATU AGUNG,105.048,-5.19739
GNS043,SULU SUBAN,105.089,-4.94453
GNS044,SEPUTIH MATARAM 2,105.349,-4.78661
GNS045,WATES BEKRI,105.159,-5.10341
GNS046,TANJUNG JAYA,105.076,-5.10687
GNS047,PASAR PROYEK,105.784,-4.68436
GNS048,SUMBER REJO,105.31,-5.0134
GNS049,BANDARSARI,104.962,-5.08731
GNS050,SELAGAI LINGGA 2,104.857,-5.04514
GNS051,JAYA SAKTI,105.078,-5.07369
GNS052,PADANG RATU 2,104.939,-5.05313
GNS053,SUKAWARINGIN,105.024,-5.08723
GNS054,SENDANG MUKTI,104.888,-5.13553
GNS055,SUBANG JAYA,105.69,-4.67509
GNS056,KALIDADI,104.934,-5.22143
GNS057,TIAS BANGUN,104.879,-5.01201
GNS058,PUTRA RUMBIA,105.585,-4.81275
GNS059,ANAK RATU AJI,104.944,-4.93899
GNS060,UNTORO,105.25,-5.10002
GNS061,TANJUNG ANOM,105.261,-4.77864
GNS062,DUSUN 8 SUSUK,105.566,-4.63882
GNS063,MOJOPAHIT,105.245,-4.98954
GNS064,PONCO WARNO,104.969,-5.17311
GNS065,TERBANGGI ILIR,105.375,-4.6796
GNS066,KOMERING PUTIH,105.15,-5.00408
GNS067,SWASTIKA BUANA,105.517,-4.77708
GNS068,ANAK RATU,104.913,-4.97653
GNS069,LINGGAPURA,104.763,-5.06844
GNS071,SRIKENCONO,105.557,-4.7211
GNS072,SUMBER KATON,105.603,-4.69538
GNS073,ONOHARJO,105.299,-4.86943
GNS074,REJO ASRI,105.346,-4.94556
GNS076,GUNUNG BATIN II,105.21,-4.66333
GNS077,LEMPUYANG BANDAR,105.227,-4.78716
GNS078,BEKRIE,105.132,-5.07274
GNS079,SENDANG AYU,104.982,-5.13433
GNS080,KALIREJO,104.965,-5.225
GNS081,GUNUNG BATIN,105.191,-4.64247
GNS082,TRIMURJO,105.248,-5.13478
GNS084,GUNUNG BATIN BARU,105.208,-4.70425
GNS087,TANJUNG KRAJAN,105.414,-4.85046
GNS088,NYUKANG HARJO,104.846,-5.0726
GNS089,NOTOHARJO,105.224,-5.12507
GNS090,CANDI REJO,105.073,-4.89328
GNS091,PURWOSARI PADANG RATU,104.937,-5.14629
GNS092,KURIPAN,104.992,-5.03632
GNS093,BINJAI NGAGUNG,105.14,-5.14336
GNS094,TERBANGGI BESAR,105.218,-4.88663
GNS095,MATARAM UDIK,105.411,-4.72107
GNS096,SIMPANG TERBANGGI,105.216,-4.87106
GNS097,GUNUNG MADU 2,105.284,-4.71472
GNS099,SENDANG ASIH,104.856,-5.17099
GNS100,SUMBER REJEKI MATARAM,105.507,-4.68017
GNS101,SP2 WAY TERUSAN,105.708,-4.56014
GNS102,STO BANDAR JAYA,105.218,-4.94456
GNS103,PONCO YUKUM JAYA,105.212,-4.90961
GNS104,RAMAYANA LAMTENG,105.331,-4.90342
GNS105,TAMAN SARI LAMTENG,105.486,-4.70695
GNS106,SANGGAR BUANA,105.516,-4.85488
GNS107,SRI MAKMUR,105.411,-4.82382
GNS110,TERBANGGI AGUNG,105.205,-5.02181
GNS111,ADI JAYA TERBANGGI,105.213,-4.93222
GNS112,CEMPAKA PONCOWATI,105.194,-4.90031
GNS113,MERAPI TERBANGGI,105.233,-4.92935
GNS120,DS.SUBINGKARYA,105.411,-4.76815
GNS122,TULUNG SINGKIP,105.049,-4.92531
GNS123,MEKON KALIREJO,104.92,-5.25239
GNS124,KALIREJO BARAT LAUT,104.945,-5.19632
GNS125,SRIKATON TUHA,105.048,-5.07377
GNS127,RAMAYANA 2 LAMTENG,105.335,-4.87402
GNS128,SUMBERSARI RUMBIA,105.509,-4.80467
GNS130,TRIMULYO MATARAM,105.316,-4.80598
GNS131,BINA KARYA PUTRA,105.61,-4.77658
GNS132,NEGARA BUMI UDIK,105.023,-4.98202
GNS136,MATARAM ILIR,105.659,-4.68036
GNS137,KOTA GAJAH 2,105.311,-4.97997
GNS138,NEW BANDARJAYA 2,105.204,-4.94915
GNS139,SEPUTIH AGUNG 2,105.125,-4.92114
GNS140,SEPUTIH AGUNG 3,105.119,-4.97753
GNS141,DHARMA AGUNG,105.364,-4.772
GNS143,NUNGGAL REJO BARAT LAUT,105.258,-5.07692
GNS144,PUTRA RUMBIA 2,105.618,-4.81391
GNS146,NUNGGAL REJO,105.278,-5.064
GNS147,PAYUNG REJO,104.89,-5.1025
GNS149,TANJUNG RATU ILIR,105.127,-4.87691
GNS150,PLAZA BANDAR JAYA,105.213,-4.93498
GNS151,ADIPURO TRIMURJO,105.239,-5.15367
GNS152,PUNGGUR 2,105.256,-5.01747
GNS153,PASAR BANDARJAYA 2,105.209,-4.93466
GNS154,SRIWIJAYA,105.449,-4.761
GNS155,NEW BANDARJAYA 3,105.225,-4.93734
GNS156,PUJOKERTO,105.248,-5.07
GNS157,PagarGadingLampung,105.008,-4.93267
GNS158,CANDIREJO 2,104.659,-4.53933
GNS161,FAJAR MATARAM,105.315,-4.84812
GNS164,TERBANGGI SUBING,105.202,-5.03669
GNS165,SMAN 3 KOTA GAJAH,105.34,-4.98612
GNS166,RENO BASUKI RUMBIA,105.551,-4.73629
GNS167,PABRIK GULAKU,105.49,-4.56918
GNS168,SRI BASUKI SEPUTIH BANYAK,105.456,-4.82616
GNS169,DESA SEPUTIH SURABAYA,105.634,-4.70536
GNS170,PASAR SUKANEGARA,105.033,-5.10885
GNS171,SIMPANG TIAS BANGUN,104.889,-5.0359
GNS172,BalaiDesaKotabaru/KOTABARU PADANG RATU,105.004,-5.0638
GNS173,Kampung Bandar Sari,104.93,-5.09127
GNS174,MargorejoPadangRatu,105.994,-5.1001
GNS175,Pasar Beringin desa karang tani,105.126,-5.02992
GNS177,C_GNS177MB1_TBG_DepokRejoTrimurjo,105.26,-5.16456
GNS179,C_GNS179MG1_TBG_RestuBaruRumbia,105.572,-4.75635
GNS185,C_GNS185MG1_IBS_MataramIlirDalam,105.606,-4.6553
JBI001,JAMBI CENTRUM,103.617,-1.59244
JBI002,SBB PALAPA,103.635,-1.62139
JBI003,TELANAIPURA,103.59,-1.60678
JBI004,SMU 9,103.651,-1.59333
JBI005,SRIWIJAYA,103.568,-1.62986
JBI007,GAJAH MADA L,103.615,-1.60928
JBI008,M TAHER,103.627,-1.60311
JBI009,HUSSEIN,103.605,-1.59469
JBI010,YOS SUDARSO,103.63,-1.58561
JBI011,SEBRANG SUNGAI,103.547,-1.56089
JBI012,KENALI ASAM,103.595,-1.65192
JBI014,AMIR HAMZAH,103.581,-1.61486
JBI015,NEW KOTABARU,103.607,-1.63531
JBI016,SLAMET RIYADI,103.595,-1.60256
JBI017,COKROAMINOTO,103.603,-1.61769
JBI018,THEHOK,103.625,-1.61333
JBI021,KEBON ANDIL,103.623,-1.63456
JBI022,PATTIMURA,103.564,-1.61508
JBI023,PASAR JAMBI,103.644,-1.60703
JBI027,NOVOTEL E,103.615,-1.59589
JBI029,SIPIN,103.589,-1.63214
JBI031,PALMERAH,103.635,-1.64317
JBI032,JELUTUNG,103.618,-1.61917
JBI033,ANGSO DUO,103.614,-1.59047
JBI034,SIJENJANG,103.65,-1.56714
JBI035,MALL KAPUK JAMBI,103.609,-1.59972
JBI036,RAMAYANA JAMBI,103.615,-1.58987
JBI038,KARYA,103.574,-1.60797
JBI039,PAYO LEBAR,103.598,-1.61222
JBI040,HOTEL ABADI JAMBI,103.613,-1.59478
JBI041,TANJUNG LUMUT,103.653,-1.61939
JBI042,AUR DURI,103.545,-1.60156
JBI043,SAM RATULANGI,103.616,-1.59119
JBI044,PANGLIMA POLIM,103.624,-1.59206
JBI045,RADEN MATTAHER,103.615,-1.59419
JBI046,PERTAMINA JAMBI,103.615,-1.64925
JBI047,KAMPUNG RAJA,103.549,-1.63514
JBI049,AMIR HAMZAH 2,103.585,-1.61256
JBI050,ARIF RAHMAN HAKIM,103.577,-1.61203
JBI051,TALANG BAKUNG,103.66,-1.63564
JBI052,BUDIMAN,103.624,-1.60014
JBI053,PEMATANG SULUR,103.567,-1.61219
JBI054,KOLONEL ABUNJANI,103.59,-1.61983
JBI055,SIMPANG PUCUK,103.575,-1.62136
JBI056,KAMPUNG BUGIS,103.552,-1.60804
JBI057,LINGKAR SELATAN 2,103.637,-1.65333
JBI058,KEBUN HANDIL 2,103.621,-1.62781
JBI059,MUARA KUMPEH,103.658,-1.60386
JBI060,JAMBI SELATAN,103.641,-1.61472
JBI061,TALANG BANJAR,103.635,-1.59925
JBI062,PAL LIMA,103.609,-1.62419
JBI067,SIPIN II,103.586,-1.62486
JBI068,JEMBATAN AUR DURI,103.57,-1.57331
JBI069,JAMBI PRIMA MALL INDOOR,103.619,-1.60464
JBI070,MAYANG MENGURAI,103.58,-1.64385
JBI071,TRONA 2 INDOOR,103.589,-1.61939
JBI073,SIMPANG TIGA SIPIN,103.598,-1.62608
JBI074,CEMPAKA PUTIH,103.619,-1.60256
JBI075,TVRI JAMBI,103.572,-1.61497
JBI077,SUKAKARYA JAMBI,103.598,-1.64025
JBI078,SULTAN TAHA,103.64,-1.62758
JBI079,DEPATI PURBO,103.557,-1.599
JBI081,SULAIMAN,103.63,-1.60953
JBI082,SULTAN SYAHRIL,103.652,-1.62736
JBI083,PELTU SIPAHUTAR,103.652,-1.63844
JBI085,KAPTEN PATIMURA,103.557,-1.6189
JBI086,KAMPUNG ARAB,103.606,-1.5773
JBI087,EKA JAYA,103.665,-1.62
JBI088,RADEN WIJAYA,103.623,-1.644
JBI089,JALAN MANGKURAT,103.635,-1.59286
JBI091,GUBERNUR JAMBI INDOOR,103.581,-1.6025
JBI092,SIWABESSY,103.573,-1.59814
JBI093,JUANDA JAMBI,103.584,-1.63778
JBI094,SERMA ISHAK AHMAD,103.58,-1.6338
JBI095,LINDUNG INDAH,103.644,-1.65259
JBI096,YUKA,103.631,-1.64047
JBI097,LETKOL INSYA,103.621,-1.59593
JBI098,TELUK KENALI,103.57,-1.58691
JBI099,JALAN AMD,103.637,-1.60661
JBI100,SILIWANGI JAMBI,103.642,-1.58772
JBI101,DARMASAKTI JAMBI,103.622,-1.65398
JBI102,DANAU TELUK JAMBI,103.642,-1.57531
JBI103,KUMPEH ULU,103.658,-1.55825
JBI104,MALIK IBRAHIM,103.599,-1.60032
JBI105,BELIUNG JAMBI,103.611,-1.67008
JBI106,MAYANG KOTABARU,103.576,-1.66399
JBI107,SIMPANG PERTAMINA,103.603,-1.64747
JBI108,SIMPANG AUR DURI,103.554,-1.59266
JBI109,RATU DAHA,103.647,-1.61781
JBI110,SIMPANG 16 JAMBI,103.578,-1.63022
JBI111,ASAM ATAS,103.611,-1.6427
JBI112,SURYA DARMA,103.595,-1.66929
JBI113,GOLF JAMBI,103.563,-1.6085
JBI114,ZAINIR HAVIS,103.605,-1.62916
JBI115,RADEN BAHRUN,103.596,-1.60756
JBI116,RAMPAI JAMBI,103.577,-1.61725
JBI117,BAGAN PETE,103.569,-1.6425
JBI119,PT EWF JAMBI,103.714,-1.53355
JBI120,SIMPANG MARDAM,103.664,-1.61302
JBI121,JERAMBAH BOLONG,103.641,-1.64411
JBI122,SELAMAT JBI,103.593,-1.6146
JBI124,HARYONO JBI,103.577,-1.60372
JBI125,MAYANG KENALI,103.581,-1.65386
JBI126,MASJID BAITUHAQ,103.567,-1.59945
JBI127,KENALI BESAR,103.55,-1.62827
JBI128,SUNAN JATI,103.59,-1.64761
JBI129,SIMPANG JELUTUNG,103.615,-1.61543
JBI130,SARINEM JAMBI,103.594,-1.6437
JBI131,PATTIMURA 2,103.569,-1.62155
JBI133,KOTA BARU 2,103.61,-1.63858
JBI134,KOTA BARU 3,103.605,-1.63395
JBI135,KEBUN KOLIM,103.681,-1.63271
JBI136,TAMAN ACI,103.665,-1.60013
JBI137,MAJID JAMBI,103.623,-1.56976
JBI138,KASANG JAMBI,103.627,-1.58838
JBI139,SULTAN THAHA 2,103.611,-1.59187
JBI140,SERMA NURMALIK,103.603,-1.5982
JBI141,PURWOSARI BAKUNG JBI,103.668,-1.63311
JBI142,LORONG NUSANTARA JBI,103.655,-1.63286
JBI143,NUSA INDAH JAMBI,103.62,-1.61213
JBI144,HANDYCARFT CENTER JBI,103.625,-1.60964
JBI145,HANDIL JAYA,103.613,-1.63133
JBI146,ADITYAWARMAN JAMBI,103.627,-1.62022
JBI147,GATSU JAMBI,103.616,-1.59965
JBI148,MUTIARA HIJAU JBI,103.583,-1.65785
JBI149,RAYA MENDALO JBI,103.545,-1.62063
JBI150,PERDANA KUSUMA JBI,103.617,-1.59474
JBI151,HIKIMURA JBI,103.583,-1.6202
JBI152,SELARAS PINANG JBI,103.617,-1.58307
JBI154,AGUS SALIM JBI,103.617,-1.63684
JBI155,MEKAKO JBI,103.616,-1.62424
JBI156,PANJAITAN JBI,103.622,-1.62386
JBI157,WAHYU JBI,103.625,-1.62857
JBI159,JUANDA 2 JBI,103.59,-1.64213
JBI162,JALAN JAWA JBI,103.648,-1.63219
JBI163,SURYA DHARMA II,103.599,-1.65758
JBI164,ROYAL GARDEN,103.596,-1.66341
JBI165,WIDYA INDAH,103.63,-1.65543
JBI166,M.TAHER II,103.63,-1.61637
JBI167,SUNGAI SAWANG,103.595,-1.63301
JBI170,STIE ASM,103.597,-1.6186
JBI171,MERPATI JBI,103.604,-1.60949
JBI172,DANAU SIPIN,103.593,-1.59726
JBI173,FATMAWATI JBI,103.619,-1.58779
